Contract,tenure,MonthlyCharges,TechSupport,TotalCharges,InternetService,Partner,OnlineSecurity,Dependents,PaymentMethod,DeviceProtection,StreamingTV,OnlineBackup,PhoneService,Churn
0,36,80.4,0,2937.65,1,1,0,0,2,0,0,0,1,0
0,60,105.9,0,6396.45,1,0,0,0,2,2,2,2,1,1
0,1,69.55,0,69.55,1,0,0,0,3,0,0,0,1,1
2,52,25.05,1,1270.25,2,1,1,1,0,1,1,1,1,0
0,8,94.75,0,759.55,1,1,0,1,2,2,2,0,1,0
2,72,105.5,2,7611.55,1,1,2,1,0,0,2,2,1,0
1,64,24.7,1,1642.75,2,0,1,0,3,1,1,1,1,0
0,60,60.2,2,3582.4,0,1,0,0,0,2,2,2,0,0
0,28,81.05,0,2227.1,1,1,0,1,2,0,0,0,1,1
2,61,24.4,1,1417.9,2,1,1,0,3,1,1,1,1,0
0,24,104.15,0,2494.65,1,0,0,0,2,2,2,2,1,0
1,28,92.9,2,2768.35,1,1,0,1,0,2,2,2,1,0
2,30,80.8,2,2369.3,0,1,0,1,0,2,2,2,1,0
0,2,20.0,1,38.0,2,1,1,0,3,1,1,1,1,0
0,1,75.1,0,75.1,1,0,0,0,2,0,0,0,1,0
0,6,19.65,1,100.9,2,0,1,1,3,1,1,1,1,0
0,24,69.45,0,1614.05,0,1,0,0,0,0,2,2,1,0
0,4,101.15,0,385.9,1,1,0,1,2,2,2,0,1,1
0,7,99.8,0,673.25,1,0,0,0,2,0,2,2,1,1
2,72,116.05,2,8404.9,1,1,2,0,0,2,2,2,1,0
2,70,40.05,2,2799.75,0,0,0,0,3,0,0,0,0,0
2,64,102.1,2,6538.45,1,1,0,0,2,2,2,0,1,0
1,72,89.7,0,6588.95,1,1,0,1,2,0,2,2,1,0
2,44,19.9,1,868.1,2,0,1,1,3,1,1,1,1,0
1,17,20.65,1,330.6,2,0,1,0,3,1,1,1,1,0
0,1,55.0,0,55.0,0,0,0,0,2,0,0,0,1,1
0,9,70.05,0,564.4,0,1,0,0,3,2,2,0,1,0
0,24,53.6,2,1315.35,0,1,2,0,3,0,0,0,1,0
0,1,74.7,0,74.7,1,1,0,1,2,0,0,2,1,1
0,24,80.25,0,1861.5,1,0,0,0,2,0,0,2,1,1
0,35,76.05,2,2747.2,0,1,0,1,2,0,2,2,1,0
0,7,75.7,2,554.05,0,1,2,1,2,2,2,2,1,0
0,5,96.1,2,453.4,1,0,0,0,2,0,2,0,1,1
0,15,69.0,0,994.8,1,0,0,1,0,0,0,0,1,1
2,11,19.65,1,225.75,2,1,1,1,3,1,1,1,1,0
0,48,45.3,0,2145.0,0,1,2,0,0,2,0,0,0,1
1,72,108.5,2,8003.8,1,1,0,0,0,2,2,2,1,0
0,8,83.55,0,680.05,1,1,0,1,2,0,2,2,1,1
2,72,84.5,0,6130.85,1,1,0,1,1,0,0,0,1,0
2,72,88.6,2,6201.95,0,0,0,0,0,2,2,2,1,0
0,1,74.35,0,74.35,1,0,0,1,2,0,0,0,1,1
2,63,104.8,0,6597.25,1,1,0,1,0,2,2,2,1,0
0,2,59.0,0,114.15,0,0,0,0,2,0,2,2,1,0
0,2,74.4,0,139.4,1,1,2,0,2,0,0,0,1,1
1,61,64.05,0,3902.6,0,1,0,0,0,0,0,2,1,0
0,1,20.4,1,20.4,2,0,1,0,3,1,1,1,1,0
1,22,43.75,0,903.6,0,0,0,0,0,2,0,2,0,1
0,28,60.9,2,1785.65,0,1,2,0,3,0,0,2,1,0
2,70,19.8,1,1397.65,2,1,1,0,0,1,1,1,1,0
0,5,28.45,0,131.05,0,0,0,0,2,0,0,2,0,1
0,12,99.7,0,1238.45,1,0,2,0,0,2,0,2,1,1
1,34,116.25,2,3899.05,1,0,2,0,1,2,2,2,1,0
2,71,80.7,0,5676.0,1,1,2,0,1,0,0,0,1,0
1,70,65.2,0,4543.15,0,1,2,1,0,0,0,0,1,0
0,52,84.05,2,4326.8,1,1,2,1,0,2,0,0,1,0
2,69,79.45,2,5502.55,0,0,2,1,1,2,2,2,1,0
0,11,78.0,0,851.8,1,0,0,1,3,2,0,0,1,0
0,2,94.2,2,167.5,1,1,0,0,2,0,2,0,1,1
0,6,80.5,2,502.85,1,1,0,1,2,0,0,0,1,1
1,20,94.3,2,1818.3,1,1,2,1,1,2,0,0,1,0
0,61,106.45,0,6300.15,1,0,2,0,2,2,2,0,1,0
0,5,74.35,0,334.8,1,1,0,0,2,0,0,0,1,1
0,56,105.45,2,5916.95,1,0,0,0,0,0,2,2,1,0
0,30,95.0,2,2852.4,1,0,2,0,1,2,0,2,1,0
0,40,104.8,2,4131.95,1,0,0,0,0,2,2,0,1,1
0,5,70.05,0,302.6,1,1,0,0,2,0,0,0,1,0
0,27,75.2,0,1929.35,1,1,2,0,0,0,0,0,1,1
0,12,20.05,1,265.45,2,0,1,0,1,1,1,1,1,0
1,67,105.4,0,6989.45,1,1,0,1,2,2,2,2,1,0
0,29,51.6,0,1442.0,0,1,0,0,2,0,0,0,1,0
0,55,85.5,0,4713.4,1,1,0,1,0,0,0,0,1,0
0,23,75.6,0,1758.6,1,0,0,0,0,0,0,0,1,1
0,34,100.05,0,3480.0,1,1,0,0,2,2,2,0,1,1
1,52,91.25,0,4738.3,1,0,2,0,2,2,2,0,1,0
2,72,115.75,2,8399.15,1,1,2,1,1,2,2,2,1,0
1,58,94.7,2,5430.35,1,1,0,1,1,0,2,2,1,0
2,35,19.6,1,686.95,2,1,1,1,3,1,1,1,1,0
2,56,99.9,2,5706.3,1,0,0,0,0,2,2,2,1,0
2,24,21.1,1,490.65,2,1,1,1,1,1,1,1,1,0
2,70,20.05,1,1360.25,2,1,1,1,1,1,1,1,1,0
1,68,107.15,2,7379.8,1,1,0,1,1,2,2,0,1,0
0,1,85.0,0,85.0,1,0,0,0,2,0,0,0,1,1
0,12,89.55,0,1021.75,1,0,0,0,2,2,2,0,1,0
0,63,81.55,0,5029.05,1,1,0,0,0,0,0,2,1,0
1,33,58.45,0,1955.4,0,1,2,1,3,2,0,2,1,0
1,69,95.65,0,6744.2,1,1,0,0,1,0,2,2,1,0
2,60,80.6,2,4946.7,0,1,0,1,0,2,2,2,1,0
2,72,113.1,2,8248.5,1,1,2,1,0,2,2,2,1,0
0,11,58.95,0,601.6,0,0,0,0,3,0,0,0,1,0
0,1,19.55,1,19.55,2,0,1,0,3,1,1,1,1,0
0,10,86.05,0,834.1,1,0,0,0,0,0,2,0,1,1
0,13,45.55,2,597.0,0,0,2,0,1,0,2,0,0,1
1,34,78.95,0,2647.2,1,1,0,1,0,0,0,0,1,0
0,39,86.3,0,3266.0,1,1,0,1,3,0,2,2,1,1
1,50,101.9,0,5265.5,1,1,2,0,0,2,2,2,1,0
0,15,19.75,1,311.6,2,0,1,0,3,1,1,1,1,0
2,72,110.3,0,7966.9,1,1,2,1,0,2,2,2,1,0
2,55,19.35,1,1153.25,2,1,1,1,0,1,1,1,1,0
2,23,25.6,1,514.75,2,1,1,1,1,1,1,1,1,0
0,32,80.35,0,2596.15,1,0,0,0,0,0,0,2,1,1
1,56,68.75,0,3808.0,0,1,2,1,0,2,0,0,1,0
0,1,19.9,1,19.9,2,0,1,0,0,1,1,1,1,0
1,38,70.6,2,2708.2,0,0,2,0,3,0,2,2,1,0
0,11,70.2,0,760.05,1,0,0,0,2,0,0,0,1,0
0,1,49.3,2,49.3,0,0,0,0,2,0,0,0,1,0
1,56,107.25,2,6033.3,1,1,0,0,2,0,2,2,1,0
0,3,23.6,1,89.05,2,1,1,0,3,1,1,1,1,0
0,7,69.7,0,516.15,0,1,2,1,1,0,2,0,1,0
2,59,99.5,0,5861.75,1,1,0,1,1,2,2,0,1,0
0,7,64.3,2,445.95,0,0,0,0,0,2,2,0,1,0
2,71,70.85,2,4973.4,0,1,2,1,1,2,0,0,1,0
1,15,101.9,2,1667.25,1,1,2,1,2,0,2,0,1,0
2,71,73.5,2,5357.75,0,1,2,0,1,0,2,2,1,0
1,11,40.4,2,422.6,0,0,0,0,1,2,0,2,0,0
2,60,19.25,1,1103.25,2,1,1,1,1,1,1,1,1,0
2,47,59.6,2,2754.0,0,0,0,0,0,0,0,2,1,0
1,56,100.3,0,5614.45,1,1,0,0,1,0,2,2,1,1
0,28,110.85,2,3204.4,1,1,0,0,2,2,2,2,1,0
2,61,81.05,2,4747.65,0,1,2,0,3,0,2,2,1,0
1,31,98.05,0,3082.1,1,1,2,1,0,2,2,0,1,0
0,9,70.5,0,597.9,1,0,0,0,2,0,0,0,1,0
0,35,94.55,0,3365.4,1,1,2,0,2,0,0,2,1,0
0,2,19.65,1,38.8,2,0,1,0,3,1,1,1,1,0
0,12,19.0,1,233.55,2,1,1,1,3,1,1,1,1,1
0,1,75.3,0,75.3,1,0,2,0,3,0,0,0,1,1
0,4,89.2,0,346.2,1,0,0,0,2,2,2,0,1,1
0,1,19.0,1,19.0,2,1,1,1,3,1,1,1,1,0
0,3,20.0,1,61.7,2,0,1,0,3,1,1,1,1,0
0,1,85.7,0,85.7,1,0,0,0,2,0,2,0,1,1
2,52,63.25,0,3342.45,0,0,2,0,1,0,2,2,1,0
1,5,20.1,1,85.1,2,1,1,1,3,1,1,1,1,0
2,72,99.15,0,7422.1,1,1,2,0,2,2,0,2,1,0
2,71,90.4,2,6668.05,0,1,2,1,2,2,2,2,1,0
2,72,111.9,2,8071.05,1,1,2,0,1,2,2,0,1,0
1,46,24.9,1,1174.8,2,1,1,1,2,1,1,1,1,0
2,63,83.5,0,5435.0,0,1,2,1,1,2,2,2,1,0
0,30,84.3,0,2438.6,1,0,2,0,1,2,0,2,1,0
0,12,61.65,2,713.75,0,0,2,0,3,2,0,0,1,1
2,16,54.85,2,916.15,0,0,2,0,3,2,2,2,0,0
0,4,65.55,2,237.2,0,0,0,0,3,0,0,0,1,0
1,51,90.35,0,4614.55,1,1,0,0,1,0,0,2,1,0
2,65,20.4,1,1414.45,2,1,1,0,1,1,1,1,1,0
0,16,74.55,2,1170.5,1,0,0,0,1,0,0,0,1,0
1,2,19.95,1,47.7,2,0,1,0,3,1,1,1,1,0
1,66,74.25,0,4859.25,1,1,0,1,0,0,0,0,1,0
2,46,108.65,2,4903.2,1,0,0,0,2,2,2,2,1,0
1,32,109.55,2,3608.0,1,0,2,0,0,2,2,0,1,0
2,72,86.65,2,6094.25,0,1,2,0,1,2,2,0,1,0
2,38,81.0,2,3084.9,0,1,2,1,1,2,2,0,1,0
1,51,47.85,2,2356.75,0,0,0,1,1,0,0,0,1,0
2,72,114.55,2,8306.05,1,1,2,1,0,2,2,2,1,0
0,65,105.25,0,6786.4,1,1,2,0,0,2,2,0,1,1
0,9,29.95,0,248.95,0,1,0,1,2,0,0,2,0,1
0,9,65.0,2,663.05,0,1,2,1,3,2,0,2,1,1
2,66,20.55,1,1357.1,2,0,1,1,3,1,1,1,1,0
1,44,109.8,0,4860.35,1,0,2,0,1,2,2,2,1,0
2,50,69.5,2,3418.2,0,0,0,0,0,2,0,0,1,0
0,8,25.25,0,186.3,0,0,0,0,1,0,0,0,0,0
0,7,78.55,0,522.95,1,0,0,0,0,0,0,2,1,0
0,10,34.55,0,362.6,0,1,0,1,0,0,0,0,0,0
1,62,92.05,0,5755.8,1,0,2,0,2,2,0,2,1,0
2,20,19.7,1,406.95,2,0,1,0,3,1,1,1,1,0
0,7,20.0,1,137.6,2,0,1,0,0,1,1,1,1,1
0,25,95.15,2,2395.7,1,1,0,0,2,0,2,0,1,0
0,23,84.25,0,1968.1,1,1,0,0,2,2,0,2,1,0
1,66,104.6,0,6819.45,1,1,0,0,1,2,2,2,1,0
2,72,111.65,2,7943.45,1,0,0,0,2,2,2,2,1,0
0,43,110.75,2,4687.9,1,1,0,1,0,2,2,2,1,1
0,46,55.0,0,2473.95,0,1,2,0,0,0,0,0,1,0
2,72,89.85,2,6562.9,0,1,2,1,1,2,2,2,1,0
1,10,20.35,1,176.3,2,0,1,0,3,1,1,1,1,0
1,40,54.55,2,2236.2,0,0,2,0,0,0,2,0,0,0
0,65,105.5,0,6985.65,1,1,0,1,2,2,2,2,1,1
2,31,99.45,2,3109.9,1,0,0,0,0,2,2,0,1,0
2,68,70.9,2,4911.35,0,1,2,0,1,2,0,2,1,0
1,56,104.55,0,5794.65,1,1,2,1,0,2,2,0,1,1
0,10,85.25,0,855.3,1,1,0,0,2,0,0,0,1,1
2,68,25.4,1,1620.2,2,1,1,1,0,1,1,1,1,0
0,43,56.15,0,2499.3,0,1,0,1,2,0,2,0,1,1
0,1,89.55,0,89.55,1,0,0,0,2,0,2,0,1,1
1,49,89.85,0,4287.2,1,0,0,0,0,2,0,2,1,0
0,20,94.55,0,1899.65,1,1,0,0,2,0,2,0,1,1
0,1,45.7,0,45.7,0,0,0,0,3,0,0,0,1,1
0,2,89.5,0,161.5,1,0,0,0,2,0,0,2,1,1
0,24,70.0,0,1732.6,1,0,0,0,1,0,0,0,1,0
0,3,69.55,0,222.3,1,0,0,0,0,0,0,0,1,1
0,1,74.6,0,74.6,1,0,0,0,3,2,0,0,1,1
2,35,20.1,1,655.3,2,1,1,1,3,1,1,1,1,0
0,17,24.8,1,475.25,2,0,1,0,3,1,1,1,1,0
0,8,19.65,1,164.3,2,0,1,0,2,1,1,1,1,1
0,10,95.1,2,865.1,1,0,0,0,1,0,2,0,1,0
2,68,88.85,2,6132.7,0,1,2,1,1,2,2,2,1,0
1,45,78.8,0,3597.5,0,1,2,0,0,2,2,2,1,0
1,2,19.85,1,35.9,2,1,1,1,3,1,1,1,1,1
0,37,20.35,1,697.65,2,1,1,0,0,1,1,1,1,0
0,4,24.25,0,96.05,0,0,0,0,3,0,0,0,0,1
0,10,45.25,0,428.7,0,0,0,0,3,0,0,0,1,0
0,1,20.05,1,20.05,2,0,1,0,3,1,1,1,1,0
2,65,69.55,0,4459.15,0,1,2,1,3,0,0,2,1,0
2,57,19.5,1,1167.6,2,1,1,1,0,1,1,1,1,0
0,3,74.75,0,238.1,1,0,0,0,3,2,0,0,1,0
0,2,69.65,0,145.15,1,0,0,0,2,0,0,0,1,1
0,49,30.2,0,1453.1,0,0,0,0,0,2,0,0,0,0
0,4,45.65,0,191.05,0,0,0,0,3,0,0,0,1,1
2,70,57.8,2,4039.3,0,1,0,0,0,2,2,2,0,0
1,53,19.85,1,1039.45,2,1,1,1,0,1,1,1,1,0
2,53,25.55,1,1336.1,2,1,1,1,1,1,1,1,1,0
0,1,75.05,0,75.05,1,0,0,0,3,0,0,0,1,1
0,22,24.85,1,493.4,2,0,1,0,1,1,1,1,1,0
2,65,110.35,2,7246.15,1,0,2,0,2,2,2,0,1,0
1,48,24.55,1,1203.95,2,0,1,0,0,1,1,1,1,0
0,2,34.7,0,62.25,0,0,0,0,2,0,0,0,0,1
0,3,107.95,0,313.6,1,0,0,0,3,2,2,2,1,0
0,45,81.4,0,3775.85,1,1,0,0,0,0,0,2,1,0
0,1,80.0,0,80.0,1,1,0,1,2,0,0,0,1,1
2,61,73.8,2,4616.05,0,1,0,1,0,2,2,0,1,0
0,3,64.4,2,195.65,0,0,2,0,1,0,2,0,1,0
0,1,71.1,0,71.1,1,0,0,0,3,0,0,0,1,0
0,1,49.9,2,49.9,0,0,0,0,2,0,0,0,1,0
1,51,24.6,1,1266.4,2,0,1,0,0,1,1,1,1,0
0,2,49.25,0,91.1,0,0,2,0,2,0,0,0,1,1
1,52,30.1,0,1623.4,0,0,0,0,3,0,0,2,0,0
0,1,20.45,1,20.45,2,0,1,0,3,1,1,1,1,0
1,31,75.25,2,2344.5,0,1,2,1,0,0,0,2,1,0
1,47,20.55,1,1013.05,2,0,1,1,1,1,1,1,1,0
0,3,75.1,0,270.7,1,0,0,0,1,0,0,0,1,1
1,22,20.05,1,417.0,2,0,1,0,3,1,1,1,1,0
0,1,20.65,1,20.65,2,1,1,0,3,1,1,1,1,0
2,72,85.15,2,6316.2,0,1,0,0,0,2,2,2,1,0
0,3,50.15,0,168.15,0,1,0,1,2,2,0,0,1,1
1,47,84.95,0,4018.05,1,1,0,1,0,0,2,2,1,0
2,72,66.5,2,4811.6,0,1,2,1,1,2,0,0,1,0
2,66,63.3,0,4189.7,0,1,0,1,0,2,2,0,1,0
0,35,83.15,0,2848.45,1,0,0,0,2,0,2,0,1,0
0,2,20.55,1,33.6,2,0,1,0,3,1,1,1,1,0
0,4,49.25,0,208.45,0,0,0,0,3,0,0,2,1,0
2,65,59.6,2,3739.8,0,0,2,0,3,0,0,2,1,0
1,27,104.65,2,2964.0,1,0,0,0,0,0,2,2,1,0
0,29,80.1,0,2211.8,0,1,0,1,1,2,2,2,1,0
0,1,19.55,1,19.55,2,0,1,0,3,1,1,1,1,1
0,20,81.0,2,1683.7,1,1,0,0,3,2,0,0,1,0
2,58,24.7,1,1519.0,2,0,1,0,1,1,1,1,1,0
0,14,86.0,2,1164.05,1,0,2,1,3,0,0,0,1,0
2,72,25.4,1,1710.9,2,1,1,0,3,1,1,1,1,0
2,71,58.25,2,4145.9,0,1,0,0,0,2,2,2,0,0
0,26,50.35,0,1277.5,0,0,0,0,1,2,2,0,0,0
0,68,80.35,0,5589.3,1,1,0,0,1,2,0,0,1,0
1,2,20.2,1,34.75,2,1,1,1,3,1,1,1,1,0
2,61,20.55,1,1305.95,2,1,1,1,1,1,1,1,1,0
0,4,85.95,0,381.3,1,1,0,1,2,0,0,0,1,1
0,33,94.5,0,3105.55,1,1,0,0,2,0,2,0,1,1
0,9,21.25,1,204.55,2,1,1,0,3,1,1,1,1,0
2,22,26.25,1,605.9,2,0,1,0,3,1,1,1,1,0
0,5,80.85,0,356.1,1,1,0,1,2,0,2,0,1,0
0,30,91.7,0,2758.15,1,0,2,0,1,2,0,2,1,1
2,65,74.2,2,4805.65,0,0,0,0,1,2,0,2,1,0
0,45,87.25,2,3941.7,1,0,0,0,2,2,0,0,1,1
0,5,20.35,1,92.75,2,0,1,0,3,1,1,1,1,0
0,25,75.5,0,1901.05,1,1,0,1,2,0,0,2,1,0
2,72,79.05,0,5730.7,1,1,2,1,0,0,0,0,1,0
0,27,90.15,0,2423.4,1,1,0,0,0,2,0,0,1,0
0,32,50.6,0,1653.45,0,1,0,1,1,2,2,0,0,0
1,30,110.45,2,3327.05,1,0,0,0,1,2,2,2,1,0
0,42,79.35,0,3344.1,1,0,0,0,0,0,0,2,1,0
2,72,89.85,2,6697.35,0,1,2,0,0,2,2,2,1,0
2,47,65.0,2,2879.9,0,0,2,0,3,2,0,0,1,0
0,2,80.45,0,137.1,1,0,2,0,2,2,0,0,1,0
0,10,98.55,0,1008.55,1,0,2,0,2,0,2,0,1,1
2,61,24.1,1,1551.6,2,1,1,1,3,1,1,1,1,0
0,5,44.05,0,202.15,0,0,0,0,1,0,0,0,1,0
2,72,110.8,2,7882.25,1,1,0,0,1,2,2,2,1,0
2,72,114.95,2,8196.4,1,1,2,1,0,2,2,2,1,0
0,3,75.05,0,202.9,1,0,0,0,3,2,0,0,1,0
2,48,19.25,1,855.1,2,1,1,0,3,1,1,1,1,0
1,63,90.05,2,5817.0,1,0,0,0,1,2,2,0,1,0
0,27,56.7,0,1652.95,0,0,2,0,3,0,0,2,1,0
2,70,80.15,0,5600.15,0,1,2,1,1,2,2,2,1,0
0,7,71.35,2,515.75,0,1,2,1,1,2,0,0,1,0
0,20,98.55,0,1842.8,1,0,0,0,2,2,2,0,1,1
2,66,19.7,1,1253.8,2,0,1,0,0,1,1,1,1,0
0,15,85.9,0,1269.55,1,0,0,1,0,0,0,2,1,1
2,72,90.35,2,6563.4,1,1,2,1,0,0,0,2,1,0
0,1,20.8,1,20.8,2,0,1,0,3,1,1,1,1,0
0,22,89.25,0,1907.85,1,0,0,0,2,0,2,0,1,1
0,3,70.3,0,208.85,1,1,0,0,2,0,0,0,1,1
2,65,19.9,1,1292.6,2,1,1,1,3,1,1,1,1,0
0,11,35.8,0,363.15,0,0,0,0,3,0,2,0,0,0
0,22,78.85,0,1600.25,1,0,0,0,3,0,0,2,1,0
1,14,20.4,1,275.7,2,0,1,0,0,1,1,1,1,0
0,41,74.25,2,3089.1,1,0,0,0,2,0,0,0,1,0
1,17,64.8,0,1175.6,0,1,2,0,3,0,0,2,1,0
0,11,20.45,1,237.3,2,0,1,0,1,1,1,1,1,0
0,1,19.9,1,19.9,2,0,1,0,3,1,1,1,1,1
0,5,88.9,0,454.15,1,1,2,0,3,2,0,0,1,1
1,33,95.8,0,3036.75,1,1,0,0,2,2,2,0,1,1
2,72,110.65,0,8065.65,1,1,2,0,1,2,2,2,1,0
0,2,82.0,0,184.65,1,0,0,0,2,0,0,2,1,1
1,59,107.0,2,6152.3,1,1,2,0,1,2,0,2,1,0
0,2,45.35,0,89.5,0,0,0,0,2,0,0,0,1,1
2,71,73.35,2,5154.5,0,1,0,1,1,0,2,2,1,0
0,5,44.8,0,220.45,0,1,0,1,3,0,0,0,1,0
0,27,54.75,0,1510.3,0,1,2,1,1,0,0,2,1,0
0,1,52.2,2,52.2,0,0,0,0,2,0,0,0,1,1
1,63,40.6,2,2588.95,0,0,2,1,0,0,0,2,0,0
1,46,110.0,0,4874.8,1,0,2,0,2,2,2,2,1,1
2,72,55.3,0,3983.6,0,1,2,1,0,0,0,0,1,0
0,34,60.85,2,2003.6,0,1,2,0,0,0,0,0,1,0
1,24,78.4,0,1832.4,0,1,2,1,2,0,2,2,1,0
2,72,69.65,2,4908.25,0,0,2,0,0,2,0,2,1,0
2,60,59.85,2,3590.2,0,1,2,1,1,2,2,0,0,0
1,68,76.9,0,5023.0,0,0,2,0,1,2,0,2,1,0
2,8,19.85,1,146.6,2,1,1,1,3,1,1,1,1,0
2,34,67.65,2,2339.3,0,0,2,1,1,2,2,0,1,0
0,2,64.2,2,143.65,0,1,0,0,3,0,0,2,1,0
1,31,81.7,2,2548.65,1,0,0,0,1,0,0,0,1,0
0,20,25.55,1,507.4,2,1,1,1,0,1,1,1,1,0
0,1,20.0,1,20.0,2,1,1,1,2,1,1,1,1,0
1,62,96.75,0,6125.4,1,0,0,0,2,2,2,0,1,1
2,70,75.65,0,5411.4,1,1,0,0,1,0,0,0,1,0
0,10,98.5,2,1058.25,1,0,0,0,2,0,2,0,1,1
2,39,23.8,1,903.8,2,1,1,1,3,1,1,1,1,0
2,46,64.2,2,3009.5,0,1,0,0,1,0,2,2,1,0
0,6,85.35,0,489.45,1,0,0,0,2,0,2,2,1,1
2,72,76.8,0,5468.45,0,1,0,1,0,2,2,0,1,0
0,18,55.2,2,1058.1,0,0,0,0,1,2,0,0,1,0
2,71,108.55,2,7616.0,1,1,2,0,1,2,2,0,1,0
0,40,101.3,0,4113.1,1,1,0,0,2,0,2,2,1,1
0,1,69.55,0,69.55,1,0,0,0,2,0,0,0,1,1
1,58,103.25,0,6017.65,1,0,0,0,0,2,2,2,1,1
2,42,25.25,1,1108.2,2,1,1,0,2,1,1,1,1,0
1,34,30.4,0,938.65,0,1,2,1,0,0,0,0,0,0
0,5,20.05,1,94.15,2,0,1,0,0,1,1,1,1,0
0,25,84.6,0,2088.05,1,0,0,0,3,0,2,0,1,0
0,2,86.2,0,178.7,1,0,0,0,3,2,0,0,1,1
1,55,103.7,2,5656.75,1,1,0,1,0,2,2,2,1,0
0,21,111.2,2,2317.1,1,1,0,0,2,2,2,2,1,1
2,70,88.0,2,5986.45,1,1,2,0,1,0,0,2,1,0
0,61,106.35,2,6751.35,1,1,0,0,2,2,2,0,1,0
2,43,79.15,2,3566.6,0,1,2,1,1,2,2,0,1,0
1,47,103.1,0,4889.3,1,0,0,0,2,2,2,2,1,0
0,5,63.95,2,318.1,0,0,0,0,1,2,2,0,1,0
2,62,25.8,1,1563.95,2,0,1,0,1,1,1,1,1,0
0,7,95.6,0,644.35,1,1,0,0,0,0,2,0,1,1
0,14,25.55,1,372.45,2,1,1,1,3,1,1,1,1,0
0,34,44.85,2,1442.6,0,1,0,1,2,2,2,0,0,0
1,50,108.55,2,5610.7,1,1,2,0,2,0,2,2,1,1
2,38,25.05,1,963.95,2,1,1,1,1,1,1,1,1,0
1,70,74.1,2,5222.3,0,1,2,1,1,2,0,2,1,0
0,37,88.8,0,3340.55,1,1,0,1,2,0,2,2,1,0
0,4,78.85,0,292.8,1,0,0,0,2,0,2,0,1,1
0,60,93.25,0,5774.55,1,1,2,1,2,0,0,2,1,0
1,62,71.4,2,4487.3,0,1,2,1,1,2,0,0,1,0
0,1,44.4,0,44.4,0,0,0,0,3,0,0,0,1,1
2,44,20.4,1,905.55,2,0,1,0,1,1,1,1,1,0
1,55,100.0,0,5509.3,1,0,0,0,2,2,2,0,1,1
2,72,105.0,0,7589.8,1,1,2,0,1,2,2,0,1,0
1,12,19.8,1,229.6,2,1,1,1,0,1,1,1,1,1
0,13,30.85,0,394.1,0,0,2,0,0,0,0,0,0,0
0,1,89.9,0,89.9,1,0,0,0,2,0,2,0,1,1
1,15,20.55,1,295.95,2,1,1,1,3,1,1,1,1,0
2,65,84.85,2,5459.2,0,0,2,0,0,2,2,2,1,0
1,12,33.15,2,444.75,0,1,2,1,1,0,0,0,0,0
2,72,92.0,2,6782.15,0,1,2,0,1,2,2,2,1,0
2,72,89.8,2,6510.45,0,1,2,1,1,2,2,2,1,0
2,72,115.8,2,8476.5,1,1,2,1,0,2,2,2,1,0
2,52,85.15,2,4461.85,0,0,2,1,3,0,2,2,1,0
0,2,24.85,1,62.0,2,0,1,0,3,1,1,1,1,0
0,5,64.35,2,352.65,0,0,2,0,2,0,2,0,1,0
2,68,20.5,1,1424.9,2,0,1,0,1,1,1,1,1,0
1,62,100.15,0,6413.65,1,0,0,1,2,2,2,0,1,1
2,72,86.05,2,6309.65,0,0,2,0,1,0,2,2,1,0
0,1,50.8,0,50.8,0,0,0,0,2,0,0,2,1,1
1,66,89.0,2,5898.6,1,1,2,0,2,0,0,2,1,0
2,72,64.8,2,4719.75,0,1,2,1,1,2,2,2,0,0
1,26,19.8,1,457.3,2,0,1,0,1,1,1,1,1,0
2,64,93.4,0,5822.3,1,1,2,1,0,2,0,0,1,0
0,20,73.65,0,1463.5,1,1,0,0,2,0,0,2,1,1
0,3,95.1,0,307.4,1,0,0,0,2,0,2,2,1,1
0,22,94.65,0,2104.55,1,0,0,0,1,0,2,0,1,1
0,4,80.6,2,319.15,1,1,0,0,3,2,0,0,1,1
2,62,39.0,2,2337.45,0,1,0,0,0,0,2,0,0,0
0,5,20.5,1,104.3,2,0,1,0,3,1,1,1,1,0
1,59,85.55,0,5084.65,1,1,0,0,2,0,0,0,1,1
2,3,26.4,1,121.25,2,0,1,1,3,1,1,1,1,0
2,72,98.2,2,7015.9,1,1,2,0,0,2,2,0,1,0
1,57,97.55,0,5598.0,1,1,0,1,1,2,2,2,1,0
2,66,19.95,1,1269.1,2,0,1,1,1,1,1,1,1,0
2,45,99.7,0,4634.35,1,0,0,1,0,2,2,0,1,0
0,3,34.8,0,113.95,0,0,0,0,1,0,2,0,0,0
0,15,105.1,2,1582.75,1,0,2,0,2,2,2,0,1,1
1,51,60.15,2,3077.0,0,0,2,1,0,2,2,0,0,0
1,60,64.75,2,4039.5,0,0,2,0,2,2,0,0,1,0
0,33,54.65,0,1665.2,0,0,0,0,0,0,0,2,1,0
0,10,110.1,2,1043.3,1,0,2,0,2,2,2,2,1,1
1,26,19.3,1,504.2,2,0,1,0,1,1,1,1,1,0
0,6,83.9,0,497.55,1,0,0,0,2,2,0,0,1,1
1,67,111.25,2,7511.65,1,1,2,0,2,2,2,0,1,0
1,49,35.8,2,1782.0,0,1,2,1,1,0,0,0,0,0
0,1,20.05,1,20.05,2,0,1,0,3,1,1,1,1,0
0,7,84.35,0,609.65,1,0,0,0,2,2,2,0,1,0
1,27,110.5,0,2857.6,1,0,2,0,0,2,2,2,1,0
